0x004021b0:0x004021d0, __cxx_global_var_init
0x0046b090:0x0046b094, _ZN3pov9PPM_Image6HeightEv
0x0046b0a0:0x0046b0a1, _ZN3pov16Image_File_ClassD2Ev
0x0046b0b0:0x0046b0b2, _ZN3pov16Image_File_ClassD0Ev
0x0046b0c0:0x0046b188, _ZN3pov12Create_PrismEv
0x0046b190:0x0046b20a, _ZN3pov18Compute_Prism_BBoxEPNS_12Prism_StructE
0x0046b210:0x0046c230, _ZN3pov13Compute_PrismEPNS_12Prism_StructEPA2_d
0x0046c230:0x0046c309, _ZN3povL23All_Prism_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0046c310:0x0046c3ca, _ZN3povL12Inside_PrismEPdPNS_13Object_StructE
0x0046c3d0:0x0046c5b8, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0046c5c0:0x0046c693, _ZN3povL10Copy_PrismEPNS_13Object_StructE
0x0046c6a0:0x0046c6a5, _ZN3povL15Translate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046c6b0:0x0046c6b5, _ZN3povL12Rotate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046c6c0:0x0046c6c5, _ZN3povL11Scale_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046c6d0:0x0046c6e6, _ZN3povL15Transform_PrismEPNS_13Object_StructEPNS_16Transform_StructE
0x0046c6f0:0x0046c6f5, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x0046c700:0x0046c790, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x0046c790:0x0046d5fe, _ZN3povL15intersect_prismEPNS_10Ray_StructEPNS_12Prism_StructEPNS_28Prism_Intersection_StructureE
0x0046d600:0x0046d7f5, _ZN3povL8in_curveEPNS_12Prism_StructEdd
0x0046d800:0x0046d93e, _ZN3povL14test_rectangleEPdS0_dddd
0x0046d940:0x0046d9e9, _ZN3pov19push_entry_i1_i2_d1EdPdPNS_13Object_StructEiidPNS_13istack_structE
0x0046d9f0:0x0046db02, _ZN3povL25All_Quadric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0046db10:0x0046db99, _ZN3povL14Inside_QuadricEPdPNS_13Object_StructE
0x0046dba0:0x0046dcab, _ZN3povL14Quadric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0046dcb0:0x0046dd14, _ZN3povL12Copy_QuadricEPNS_13Object_StructE
0x0046dd20:0x0046dd25, _ZN3povL17Translate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046dd30:0x0046dd35, _ZN3povL14Rotate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046dd40:0x0046dd45, _ZN3povL13Scale_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0046dd50:0x0046ddcc, _ZN3povL17Transform_QuadricEPNS_13Object_StructEPNS_16Transform_StructE
0x0046ddd0:0x0046de2b, _ZN3povL14Invert_QuadricEPNS_13Object_StructE
0x0046de30:0x0046de3f, _ZN3povL15Destroy_QuadricEPNS_13Object_StructE
0x0046de40:0x0046df1c, _ZN3pov14Create_QuadricEv
0x0046df20:0x0046f9bf, _ZN3pov20Compute_Quadric_BBoxEPNS_14Quadric_StructEPdS2_
0x0046f9c0:0x0046fb51, _ZN3pov21Compute_Plane_Min_MaxEPNS_12Plane_StructEPdS2_
0x0046fb60:0x0046fdae, _ZN3povL17Intersect_QuadricEPNS_10Ray_StructEPNS_14Quadric_StructEPdS4_
0x0046fdb0:0x0046fe34, _ZN3povL17Quadric_To_MatrixEPNS_14Quadric_StructEPA4_d
0x0046fe40:0x0046fed5, _ZN3povL17Matrix_To_QuadricEPA4_dPNS_14Quadric_StructE
0x0046fee0:0x00470017, _ZN3pov12Iteration_z3EPdPNS_14Fractal_StructE
0x00470020:0x00470139, _ZN3pov15Iteration_JuliaEPdPNS_14Fractal_StructE
0x00470140:0x004703e9, _ZN3pov14D_Iteration_z3EPdPNS_14Fractal_StructES0_
0x004703f0:0x00470688, _ZN3pov17D_Iteration_JuliaEPdPNS_14Fractal_StructES0_
0x00470690:0x004709f4, _ZN3pov14Normal_Calc_z3EPdiPNS_14Fractal_StructE
0x00470a00:0x00470ca6, _ZN3pov17Normal_Calc_JuliaEPdiPNS_14Fractal_StructE
0x00470cb0:0x00470cc1, _ZN3pov13F_Bound_JuliaEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00470cd0:0x00470e3b, _ZN3pov15Compute_AmbientEPdS0_S0_Pfd
0x00470e40:0x00470f43, _ZN3povL8ra_reuseEPdS0_Pf
0x00470f50:0x00471b0c, _ZN3povL9ra_gatherEPdS0_S0_Pfd
0x00471b10:0x00471d1e, _ZN3pov25Initialize_Radiosity_CodeEv
0x00471d20:0x00471d76, _ZN3povL7VUnpackEPdPKNS_8byte_xyzE_0
0x00471d80:0x00471f25, _ZN3pov27Deinitialize_Radiosity_CodeEv
0x00471f30:0x00472345, _ZN3povL15ra_average_nearEPNS_15ot_block_structEPv
0x00472350:0x00472378, _ZN3pov5VDistERdPKdS2_
0x00472380:0x0047238b, _ZN3pov25Initialize_Ray_ContainersEPNS_10Ray_StructEj
0x00472390:0x004723eb, _ZN3pov19Copy_Ray_ContainersEPNS_10Ray_StructES1_
0x004723f0:0x00472423, _ZN3pov9Ray_EnterEPNS_10Ray_StructEPNS_15Interior_StructE
0x00472430:0x0047246a, _ZN3pov8Ray_ExitEPNS_10Ray_StructEi
0x00472470:0x00472494, _ZN3pov25Interior_In_Ray_ContainerEPNS_10Ray_StructEPNS_15Interior_StructE
0x004724a0:0x0047260a, _ZN3pov9FrameLoopEv
0x00472610:0x00472c78, _ZN3pov11FrameRenderEv
0x00472c80:0x00472cb0, _ZN3pov14variable_storeEi
0x00472cb0:0x00472f66, _ZN3pov23fix_up_rendering_windowEv
0x00472f70:0x00473231, _ZN3pov23fix_up_animation_valuesEv
0x00473240:0x0047330c, _ZN3pov17fix_up_scene_nameEv
0x00473310:0x004738f9, _ZN3pov9init_varsEv
0x00473900:0x0047394f, _ZN3pov17destroy_librariesEv
0x00473950:0x00473a1b, _ZN3pov9close_allEv
0x00473a20:0x004741c5, _ZN3pov19Initialize_RendererEv
0x004741d0:0x004743a1, _ZN3pov18Terminate_RendererEv
0x004743b0:0x00474407, _ZN3pov16Check_User_AbortEi
0x00474410:0x0047461e, _ZN3pov28Start_Tracing_Mosaic_PreviewEii
0x00474620:0x00474739, _ZN3pov11trace_pixelEiiPfS0_
0x00474740:0x004752cb, _ZN3pov31Start_Tracing_Radiosity_PreviewEii
0x004752d0:0x004754fd, _ZN3pov26Start_Non_Adaptive_TracingEv
0x00475500:0x0047569b, _ZN3povL16do_anti_aliasingEiiPf
0x004756a0:0x00475dde, _ZN3pov22Start_Adaptive_TracingEv
0x00475de0:0x004762fa, _ZN3povL15trace_sub_pixelEiPPNS_12Pixel_StructEiiiiiiiPfi
0x00476300:0x00476678, _ZN3pov5TraceEPNS_10Ray_StructEPfd
0x00476680:0x004766de, _ZN3povL13IsObjectInCSGEPNS_13Object_StructES1_
0x004766e0:0x00476bbd, _ZN3povL10focal_blurEPNS_10Ray_StructEPfdd
0x00476bc0:0x00477bc9, _ZN3povL10create_rayEPNS_10Ray_StructEddi
0x00477bd0:0x00477cf6, _ZN3pov30initialize_ray_container_stateEPNS_10Ray_StructEi
0x00477d00:0x00477e26, _ZN3povL35initialize_ray_container_state_treeEPNS_10Ray_StructEPNS_16BBox_Tree_StructE
0x00477e30:0x00478060, _ZN3povL11supersampleEPfii
0x00478060:0x00478108, _ZN3povL21jitter_pixel_positionEiiPdS0_
0x00478110:0x0047823f, _ZN3povL21trace_ray_with_offsetEiiddPf
0x00478240:0x0047839c, _ZN3povL17jitter_camera_rayEPNS_10Ray_StructEi
0x004783a0:0x004783f1, _ZN3pov9VLinComb3EPddPKddS2_dS2_
0x00478400:0x0047862b, _ZN3pov18Read_Rendered_PartEPc
0x00478630:0x00478707, _ZN3pov10Open_ImageEiPciiii
0x00478710:0x0047894f, _ZN3pov23init_output_file_handleEv
0x00478950:0x00478973, _ZN3pov26destroy_output_file_handleEv
0x00478980:0x00478aa4, _ZN3pov22setup_output_file_nameEv
0x00478ab0:0x00478b64, _ZN3pov16open_output_fileEv
0x00478b70:0x00478bbf, _ZN3pov34output_prev_image_line_and_advanceEi
0x00478bc0:0x00478d86, _ZN3pov46output_single_image_line_with_alpha_correctionEPA5_fi
0x00478d90:0x00478e8c, _ZN3povL23Compensate_For_Alpha_AAEPfS0_
0x00478e90:0x00478f10, _ZN3pov10plot_pixelEiiPf
0x00478f10:0x00478f15, _ZSt7strrchrPci
0x00478f20:0x00478f24, _ZN3pov16Image_File_Class5ValidEv
0x00478f30:0x00478fda, _ZN3pov10Create_SorEv
0x00478fe0:0x00479046, _ZN3pov16Compute_Sor_BBoxEPNS_10Sor_StructE
0x00479050:0x0047989b, _ZN3pov11Compute_SorEPNS_10Sor_StructEPA2_d
0x004798a0:0x004798e3, _ZN3povL21All_Sor_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004798f0:0x00479a18, _ZN3povL10Inside_SorEPdPNS_13Object_StructE
0x00479a20:0x00479b32, _ZN3povL10Sor_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00479b40:0x00479d5a, _ZN3povL11Sor_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00479d60:0x00479de9, _ZN3povL8Copy_SorEPNS_13Object_StructE
0x00479df0:0x00479df5, _ZN3povL13Translate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00479e00:0x00479e05, _ZN3povL10Rotate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00479e10:0x00479e15, _ZN3povL9Scale_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00479e20:0x00479e36, _ZN3povL13Transform_SorEPNS_13Object_StructEPNS_16Transform_StructE
0x00479e40:0x00479e45, _ZN3povL10Invert_SorEPNS_13Object_StructE
0x00479e50:0x00479ecf, _ZN3povL11Destroy_SorEPNS_13Object_StructE
0x00479ed0:0x0047a4b3, _ZN3povL13intersect_sorEPNS_10Ray_StructEPNS_10Sor_StructEPNS_13istack_structE
0x0047a4c0:0x0047a557, _ZN3povL8test_hitEPNS_10Sor_StructEPNS_10Ray_StructEPNS_13istack_structEddii
0x0047a560:0x0047a67e, _ZN3povL24All_Sphere_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047a680:0x0047a6f4, _ZN3povL13Inside_SphereEPdPNS_13Object_StructE
0x0047a700:0x0047a72e, _ZN3povL13Sphere_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047a730:0x0047a915, _ZN3povL14Sphere_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047a920:0x0047a97f, _ZN3pov11Copy_SphereEPNS_13Object_StructE
0x0047a980:0x0047a9a9, _ZN3povL16Translate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047a9b0:0x0047a9dc, _ZN3povL13Rotate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047a9e0:0x0047aa71, _ZN3povL12Scale_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047aa80:0x0047aabc, _ZN3pov16Transform_SphereEPNS_13Object_StructEPNS_16Transform_StructE
0x0047aac0:0x0047aac5, _ZN3povL13Invert_SphereEPNS_13Object_StructE
0x0047aad0:0x0047aaf0, _ZN3pov14Destroy_SphereEPNS_13Object_StructE
0x0047aaf0:0x0047ac80, _ZN3povL27All_Ellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047ac80:0x0047ad0c, _ZN3povL16Inside_EllipsoidEPdPNS_13Object_StructE
0x0047ad10:0x0047ad65, _ZN3povL16Ellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047ad70:0x0047ae5e, _ZN3pov16Intersect_SphereEPNS_10Ray_StructEPddS2_S2_
0x0047ae60:0x0047af09, _ZN3pov13Create_SphereEv
0x0047af10:0x0047af88, _ZN3pov19Compute_Sphere_BBoxEPNS_13Sphere_StructE
0x0047af90:0x0047b0f1, _ZN3pov29Intersect_Sphere_Sweep_SphereEPNS_10Ray_StructEPNS_26Sphere_Sweep_Sphere_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x0047b100:0x0047c8c8, _ZN3pov30Intersect_Sphere_Sweep_SegmentEPNS_10Ray_StructEPNS_27Sphere_Sweep_Segment_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x0047c8d0:0x0047c9e6, _ZN3povL9bezier_01EiPdS0_bd
0x0047c9f0:0x0047ca9a, _ZN3pov17Copy_Sphere_SweepEPNS_13Object_StructE
0x0047caa0:0x0047cb64, _ZN3pov19Create_Sphere_SweepEv
0x0047cb70:0x0047d3d2, _ZN3pov20Compute_Sphere_SweepEPNS_19Sphere_Sweep_StructE
0x0047d3e0:0x0047d412, _ZN3pov22Transform_Sphere_SweepEPNS_13Object_StructEPNS_16Transform_StructE
0x0047d420:0x0047d735, _ZN3pov25Compute_Sphere_Sweep_BBoxEPNS_19Sphere_Sweep_StructE
0x0047d740:0x0047d7c3, _ZN3pov20Destroy_Sphere_SweepEPNS_13Object_StructE
0x0047d7d0:0x0047d8a8, _ZN3pov17Find_Valid_PointsEPNS_35Sphere_Sweep_Intersection_StructureEiPNS_10Ray_StructE
0x0047d8b0:0x0047dd07, _ZN3povL30All_Sphere_Sweep_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047dd10:0x0047e2dc, _ZN3povL19Inside_Sphere_SweepEPdPNS_13Object_StructE
0x0047e2e0:0x0047e2e9, _ZN3povL19Sphere_Sweep_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047e2f0:0x0047e36e, _ZN3povL22Translate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e370:0x0047e3f1, _ZN3povL19Rotate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e400:0x0047e4cb, _ZN3povL18Scale_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047e4d0:0x0047e4d5, _ZN3povL19Invert_Sphere_SweepEPNS_13Object_StructE
0x0047e4e0:0x0047e502, _ZN3povL11Comp_IsectsEPKvS1_
0x0047e510:0x0047e860, _ZN3pov23Precompute_Cubic_CoeffsEPNS_13Spline_StructE
0x0047e860:0x0047e8aa, _ZN3pov18linear_interpolateEPNS_12Spline_EntryEiid
0x0047e8b0:0x0047e9f0, _ZN3pov21quadratic_interpolateEPNS_12Spline_EntryEiid
0x0047e9f0:0x0047ea88, _ZN3pov19natural_interpolateEPNS_12Spline_EntryEiid
0x0047ea90:0x0047eb93, _ZN3pov23catmull_rom_interpolateEPNS_12Spline_EntryEiid
0x0047eba0:0x0047ec5f, _ZN3pov5findtEPNS_13Spline_StructEd
0x0047ec60:0x0047ecae, _ZN3pov6mkfreeEPNS_13Spline_StructEi
0x0047ecb0:0x0047ed48, _ZN3pov13Create_SplineEi
0x0047ed50:0x0047edd1, _ZN3pov11Copy_SplineEPNS_13Spline_StructE
0x0047ede0:0x0047ee12, _ZN3pov14Destroy_SplineEPNS_13Spline_StructE
0x0047ee20:0x0047ef6f, _ZN3pov19Insert_Spline_EntryEPNS_13Spline_StructEdPd
0x0047ef70:0x0047f315, _ZN3pov14Get_Spline_ValEPNS_13Spline_StructEdPdPi
0x0047f320:0x0047f347, _ZN3pov14Assign_ExpressEPdS0_
0x0047f350:0x0047f37a, _ZN3pov15init_statisticsEPx
0x0047f380:0x0047f3d6, _ZN3pov14sum_statisticsEPxS0_
0x0047f3e0:0x0047f3e8, _ZN3pov12Init_CounterERx
0x0047f3f0:0x0047f3f7, _ZN3pov11Add_CounterERxxx
0x0047f400:0x0047f49d, _ZN3pov21Create_SuperellipsoidEv
0x0047f4a0:0x0047f4e6, _ZN3pov27Compute_Superellipsoid_BBoxEPNS_21Superellipsoid_StructE
0x0047f4f0:0x0047f533, _ZN3povL32All_Superellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0047f540:0x0047f58f, _ZN3povL21Inside_SuperellipsoidEPdPNS_13Object_StructE
0x0047f590:0x0047f70d, _ZN3povL21Superellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0047f710:0x0047f778, _ZN3povL19Copy_SuperellipsoidEPNS_13Object_StructE
0x0047f780:0x0047f785, _ZN3povL24Translate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047f790:0x0047f795, _ZN3povL21Rotate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047f7a0:0x0047f7a5, _ZN3povL20Scale_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0047f7b0:0x0047f7c6, _ZN3povL24Transform_SuperellipsoidEPNS_13Object_StructEPNS_16Transform_StructE
0x0047f7d0:0x0047f7d5, _ZN3povL21Invert_SuperellipsoidEPNS_13Object_StructE
0x0047f7e0:0x0047f800, _ZN3povL22Destroy_SuperellipsoidEPNS_13Object_StructE
0x0047f800:0x0047fb51, _ZN3povL24intersect_superellipsoidEPNS_10Ray_StructEPNS_21Superellipsoid_StructEPNS_13istack_structE
0x0047fb60:0x0047fde0, _ZN3povL13intersect_boxEPdS0_S0_S0_
0x0047fde0:0x0047feb7, _ZN3povL21find_ray_plane_pointsEPdS0_iS0_dd
0x0047fec0:0x0047ff19, _ZN3povL23evaluate_superellipsoidEPdPNS_21Superellipsoid_StructE
0x0047ff20:0x0047ff99, _ZN3povL10insert_hitEPNS_13Object_StructEPNS_10Ray_StructEdPNS_13istack_structE
0x0047ffa0:0x00480214, _ZN3povL10solve_hit1EPNS_21Superellipsoid_StructEdPddS2_S2_
0x00480220:0x004803e6, _ZN3povL10check_hit2EPNS_21Superellipsoid_StructEPdS2_dS2_ddS2_S2_
0x004803f0:0x00480412, _ZN3povL9compdistsEPKvS1_
0x00480420:0x004804c4, _ZN3povL10evaluate_gEddd
0x004804d0:0x00480545, _ZN3povL5powerEdd
0x00480550:0x004808f2, _ZN3pov11Targa_ImageC2EPciiii
0x00480900:0x00480968, _ZN3pov11Targa_ImageD2Ev
0x00480970:0x00480982, _ZN3pov11Targa_ImageD0Ev
0x00480990:0x00480af3, _ZN3pov11Targa_Image11Write_PixelEdddd
0x00480b00:0x00480e2e, _ZN3pov11Targa_Image10Write_LineEPA5_f
0x00480e30:0x0048123e, _ZN3pov11Targa_Image9Read_LineEPA5_f
0x00481240:0x00481b94, _ZN3pov16Read_Targa_ImageEPNS_12Image_StructEPc
0x00481ba0:0x00481c57, _ZN3povL19convert_targa_colorEPNS_19Image_Colour_StructEjPh
0x00481c60:0x00481c64, _ZN3pov11Targa_Image4LineEv
0x00481c70:0x00481c74, _ZN3pov11Targa_Image5WidthEv
0x00481c80:0x00481c84, _ZN3pov11Targa_Image6HeightEv
0x00481c90:0x00481e06, _ZN3pov16Initialize_NoiseEv
0x00481e10:0x00481ea6, _ZN3povL16InitTextureTableEv
0x00481eb0:0x00482040, _ZN3povL14InitSolidNoiseEv
0x00482040:0x00482047, _ZN3pov9POV_SRANDEi
0x00482050:0x00482806, _ZN3pov6DNoiseEPdS0_
0x00482810:0x0048282e, _ZN3pov8POV_RANDEv
0x00482830:0x004828b1, _ZN3pov17Free_Noise_TablesEv
0x004828c0:0x00482d30, _ZN3pov5NoiseEPdPNS_14Pattern_StructE
0x00482d30:0x0048307f, _ZN3povL10SolidNoiseEPd
0x00483080:0x00483220, _ZN3pov10TurbulenceEPdPNS_11Turb_StructEPNS_14Pattern_StructE
0x00483220:0x00483365, _ZN3pov11DTurbulenceEPdS0_PNS_11Turb_StructE
0x00483370:0x004833df, _ZN3pov9cycloidalEd
0x004833e0:0x00483434, _ZN3pov13Triangle_WaveEd
0x00483440:0x004834ad, _ZN3pov18Transform_TexturesEPNS_14Texture_StructEPNS_16Transform_StructE
0x004834b0:0x00483541, _ZN3pov13Create_FinishEv
0x00483550:0x0048358d, _ZN3pov11Copy_FinishEPNS_13Finish_StructE
0x00483590:0x004835e3, _ZN3pov14Create_TextureEv
0x004835f0:0x004835fd, _ZN3pov20Copy_Texture_PointerEPNS_14Texture_StructE
0x00483600:0x004836e5, _ZN3pov13Copy_TexturesEPNS_14Texture_StructE
0x004836f0:0x00483748, _ZN3povL14Copy_MaterialsEPNS_14Texture_StructE
0x00483750:0x00483846, _ZN3pov16Destroy_TexturesEPNS_14Texture_StructE
0x00483850:0x0048396e, _ZN3pov13Post_TexturesEPNS_14Texture_StructE
0x00483970:0x00483a33, _ZN3pov12Test_OpacityEPNS_14Texture_StructE
0x00483a40:0x00483a47, _ZN3pov16POV_GET_OLD_RANDEv
0x00483a50:0x00483a99, _ZN3povL15SetupSolidNoiseEPdiRiS1_RdS2_
0x00483aa0:0x00483ab9, _ZN3povL6SCurveEd
0x00483ac0:0x00483ad7, _ZN3povL12NoiseValueAtEPdddd
0x00483ae0:0x00483aed, _ZN3povL4LerpEddd
0x00483af0:0x00483c6b, _ZN3pov20Initialize_TokenizerEv
0x00483c70:0x00483d74, _ZN3pov18pre_init_tokenizerEv
0x00483d80:0x00483dc5, _ZN3povL15init_sym_tablesEv
0x00483dd0:0x00483e2b, _ZN3povL9Echo_getcEv
0x00483e30:0x00483e56, _ZN3povL11Echo_ungetcEi
0x00483e60:0x00483ff3, _ZN3pov19Terminate_TokenizerEv
0x00484000:0x00484080, _ZN3povL13Destroy_TableEi
0x00484080:0x00484474, _ZN3pov9Get_TokenEv
0x00484480:0x004844b6, _ZN3povL11Skip_SpacesEv
0x004844c0:0x00484fda, _ZN3pov15Parse_DirectiveEi
0x00484ff0:0x00485046, _ZN3povL16Parse_C_CommentsEv
0x00485050:0x004850f9, _ZN3pov20Parse_String_LiteralEv
0x00485100:0x0048528c, _ZN3povL10Read_FloatEv
0x00485290:0x004855e3, _ZN3povL11Read_SymbolEv
0x004855f0:0x004855fb, _ZN3pov11Unget_TokenEv
0x00485600:0x00485683, _ZN3pov11Where_ErrorEP9POVMSData
0x00485690:0x00485713, _ZN3pov13Where_WarningEP9POVMSData
0x00485720:0x004857d9, _ZN3povL17Return_From_MacroEv
0x004857e0:0x00485833, _ZN3povL12Inc_CS_IndexEv
0x00485840:0x004858c0, _ZN3povL11Skip_TokensENS_9cond_typeE
0x004858c0:0x00485b0f, _ZN3pov17Parse_Ifdef_ParamEv
0x00485b10:0x00485b4c, _ZN3povL16Parse_Cond_ParamEv
0x00485b50:0x00485b8c, _ZN3povL17Parse_Cond_Param2EPdS0_
0x00485b90:0x00485cd0, _ZN3pov12Open_IncludeEv
0x00485cd0:0x00485e94, _ZN3povL11Parse_FopenEv
0x00485ea0:0x00485f03, _ZN3povL12Parse_FcloseEv
0x00485f10:0x004860ff, _ZN3povL10Parse_ReadEv
0x00486100:0x004863ad, _ZN3povL11Parse_WriteEv
0x004863b0:0x004864a5, _ZN3povL13Remove_SymbolEiPcbPPvi
0x004864b0:0x004867c7, _ZN3povL12Invoke_MacroEv
0x004867d0:0x00486a69, _ZN3povL11Parse_MacroEv
0x00486a70:0x00486aeb, _ZN3povL13Add_Sym_TableEPKc
0x00486af0:0x00486b48, _ZN3pov12Create_EntryEiPKci
0x00486b50:0x00486bbb, _ZN3pov13Destroy_EntryEiPNS_15Sym_Table_EntryE
0x00486bc0:0x00486be1, _ZN3pov10Add_SymbolEiPKci
0x00486bf0:0x00486c2a, _ZN3povL9Add_EntryEiPNS_15Sym_Table_EntryE
0x00486c30:0x00486cdb, _ZN3pov13Destroy_MacroEPNS_16Pov_Macro_StructE
0x00486ce0:0x00486e7a, _ZN3pov19Parse_Array_DeclareEv
0x00486e80:0x00486f71, _ZN3povL16Parse_InitalizerEiiPNS_16Pov_Array_StructE
0x00486f80:0x00486fd7, _ZN3povL11Find_SymbolEiPc
0x00486fe0:0x004870f8, _ZN3pov13IncludeHeaderEPc
0x00487100:0x00487140, _ZN3povL14get_hash_valueEPKc
0x00487140:0x00487177, _ZN3povL16Check_Macro_VersEv
0x00487180:0x004874b2, _ZN3povL16Parse_Read_ValueEPNS_16Data_File_StructEiPiPPv
0x004874c0:0x00487508, _ZN3pov17Begin_String_FastEv
0x00487510:0x00487580, _ZN3pov11Write_TokenEii
0x00487580:0x004875e7, _ZN3pov12Begin_StringEv
0x004875f0:0x00487629, _ZN3pov15Stuff_CharacterEi
0x00487630:0x00487677, _ZN3pov10End_StringEv
0x00487680:0x0048769a, _ZN3pov20Stuff_Character_FastEi
0x004876a0:0x004876cd, _ZN3pov15End_String_FastEv
0x004876d0:0x004876d5, _ZN8pov_base11OTextStream4nameEv
0x004876e0:0x0048776d, _ZN3pov12Create_TorusEv
0x00487770:0x004877d3, _ZN3pov18Compute_Torus_BBoxEPNS_12Torus_StructE
0x004877e0:0x00487b52, _ZN3pov19Test_Thick_CylinderEPdS0_dddd
0x00487b60:0x00487c3a, _ZN3povL23All_Torus_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00487c40:0x00487cea, _ZN3povL12Inside_TorusEPdPNS_13Object_StructE
0x00487cf0:0x00487dcc, _ZN3povL12Torus_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00487dd0:0x00487de5, _ZN3povL13Torus_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00487df0:0x00487e5b, _ZN3povL10Copy_TorusEPNS_13Object_StructE
0x00487e60:0x00487e65, _ZN3povL15Translate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00487e70:0x00487e75, _ZN3povL12Rotate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00487e80:0x00487e85, _ZN3povL11Scale_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00487e90:0x00487ea6, _ZN3povL15Transform_TorusEPNS_13Object_StructEPNS_16Transform_StructE
0x00487eb0:0x00487eb5, _ZN3povL12Invert_TorusEPNS_13Object_StructE
0x00487ec0:0x00487ee0, _ZN3povL13Destroy_TorusEPNS_13Object_StructE
0x00487ee0:0x004881dc, _ZN3povL15intersect_torusEPNS_10Ray_StructEPNS_12Torus_StructEPd
0x004881e0:0x004882a6, _ZN3povL6CalcUVEPNS_12Torus_StructEPdS2_
0x004882b0:0x00488336, _ZN3povL26All_Triangle_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00488340:0x00488343, _ZN3povL15Inside_TriangleEPdPNS_13Object_StructE
0x00488350:0x00488359, _ZN3povL15Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00488360:0x004883d2, _ZN3povL13Copy_TriangleEPNS_13Object_StructE
0x004883e0:0x00488436, _ZN3povL18Translate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00488440:0x0048844c, _ZN3povL15Rotate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00488450:0x004884a6, _ZN3povL14Scale_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004884b0:0x0048850f, _ZN3povL18Transform_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x00488510:0x00488511, _ZN3povL15Invert_TriangleEPNS_13Object_StructE
0x00488520:0x0048852f, _ZN3povL16Destroy_TriangleEPNS_13Object_StructE
0x00488530:0x0048868b, _ZN3povL22Smooth_Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00488690:0x004886ba, _ZN3povL20Copy_Smooth_TriangleEPNS_13Object_StructE
