0x004027f0:0x0040299f, S_require_tie_mod
0x0058a050:0x0058a199, XS_HTML__Parser_boolean_attribute_value
0x0058a1a0:0x0058a48c, XS_HTML__Parser_strict_comment
0x0058a490:0x0058ad0e, XS_HTML__Parser_handler
0x0058ad10:0x0058af95, XS_HTML__Parser_ignore_tags
0x0058afa0:0x0058b152, XS_HTML__Entities__probably_utf8_chunk
0x0058b160:0x0058ce1b, report_event
0x0058ce20:0x0058d8f8, parse_start
0x0058d900:0x0058e97f, parse_decl
0x0058e980:0x0058fb52, flush_pending_text
0x0058fb60:0x00590947, parse_buf
0x00590950:0x00590f97, XS_HTML__Parser_eof
0x00590fa0:0x005925b4, parse
0x005925c0:0x00592c79, XS_HTML__Parser_parse
0x00592c80:0x00592fab, boot_HTML__Parser
0x00592fb0:0x0059366d, S_mro_get_linear_isa_c3
0x00593670:0x00593e49, XS_mro__nextcan
0x00593e50:0x00593f3a, XS_mro_get_pkg_gen
0x00593f40:0x00593f9a, XS_mro_invalidate_all_method_caches
0x00593fa0:0x005940a8, XS_mro_get_mro
0x005940b0:0x00594263, XS_mro_is_universal
0x00594270:0x005943a7, XS_mro_get_isarev
0x005943b0:0x00594477, XS_mro_set_mro
0x00594480:0x005945e1, XS_mro_get_linear_isa
0x005945f0:0x005946f1, boot_mro
0x00594700:0x00594880, XS_re_regmust
0x00594880:0x0059492a, XS_re_install
0x00594930:0x0059497a, boot_re
0x00594980:0x005949ce, S_compute_EXACTish
0x005949d0:0x00594b16, S_invlist_set_len
0x00594b20:0x00594b86, S_ssc_add_range
0x00594b90:0x00594df7, S_pat_upgrade_to_utf8_0
0x00594e00:0x00594e1b, S_unwind_scan_frames_0
0x00594e20:0x005956ae, S_concat_pat_0
0x005956b0:0x005957e6, S_add_data
0x00595800:0x00595a8e, S_regnode_guts
0x00595aa0:0x00595e09, S_reg_scan_name_0
0x00595e20:0x0059606e, S_add_above_Latin1_folds_0
0x00596080:0x00596186, S_could_it_be_a_POSIX_class
0x00596190:0x00596306, S_grok_bslash_c_0
0x00596310:0x0059660a, S_grok_bslash_o_0
0x00596610:0x00596656, S__invlist_contains_cp
0x00596660:0x00596a40, S_grok_bslash_x_0
0x00596a40:0x0059715e, S_reginsert
0x00597160:0x00597a44, S_scan_commit
0x00597a50:0x0059c1e4, S_make_trie
0x0059c1f0:0x0059c30e, S_put_code_point
0x0059c310:0x0059c5f0, S_re_croak2_0
0x0059c5f0:0x0059cef0, S_parse_lparen_question_flags_0
0x0059cef0:0x0059cf3e, S_invlist_iterinit
0x0059cf60:0x0059cfae, S_invlist_iterfinish
0x0059cfd0:0x0059d0f2, S_regpatws_2
0x0059d100:0x0059d20d, S_nextchar_0
0x0059d210:0x0059d33b, S_regpatws_0
0x0059d340:0x0059da11, S_put_range
0x0059da20:0x0059db46, S_invlist_array
0x0059db70:0x0059dc4e, S_invlist_highest
0x0059dc60:0x0059de26, S_invlist_iternext_0
0x0059de30:0x0059e3c3, S_populate_ANYOF_from_invlist_0
0x0059e3d0:0x0059e7ae, S_ssc_anything
0x0059e7e0:0x0059e886, S_ssc_init
0x0059e890:0x0059ed2b, S_put_charclass_bitmap_innards
0x0059ed30:0x0059f7e3, my_regprop_0
0x0059f7f0:0x005a0297, S_dumpuntil
0x005a02a0:0x005a0855, S_regtail_study
0x005a0860:0x005a0c0b, S_regtail
0x005a0c10:0x005a0f16, S_invlist_clone_0
0x005a0f20:0x005a11ed, S_get_ANYOF_cp_list_for_ssc
0x005a11f0:0x005a13f6, S_ssc_or_0
0x005a1400:0x005a1640, S_ssc_finalize_0
0x005a1640:0x005a18ae, S_reg_node_0
0x005a18c0:0x005a1b40, S_reganode_0
0x005a1b40:0x005a217a, S_alloc_maybe_populate_EXACT_0
0x005a2180:0x005a244e, S_ssc_is_cp_posixl_init
0x005a2460:0x005a2928, S_is_ssc_worth_it
0x005a2940:0x005a2fab, S_ssc_and_0
0x005a2fb0:0x005add83, S_study_chunk_0
0x005add90:0x005b2efc, S_reg_0
0x005b2f00:0x005b395c, S_grok_bslash_N_0
0x005b3960:0x005b8235, S_regclass_0
0x005b8240:0x005b9e80, S_handle_regex_sets_0
0x005b9e90:0x005bdb15, S_regatom_0
0x005bdb20:0x005c0904, S_regpiece_0
0x005c0910:0x005c11b0, S_regbranch_0
0x005c11b0:0x005c2b72, S_reg_2
0x005c2b80:0x005c2d8e, my_reg_named_buff_fetch
0x005c2da0:0x005c2f06, my_reg_named_buff_exists
0x005c2f30:0x005c2fe5, my_reg_named_buff_firstkey
0x005c2ff0:0x005c316e, my_reg_named_buff_nextkey
0x005c3180:0x005c31ee, my_reg_named_buff_iter
0x005c31f0:0x005c338e, my_reg_named_buff_scalar
0x005c33a0:0x005c34d6, my_reg_named_buff_all
0x005c34e0:0x005c376e, my_reg_named_buff
0x005c3780:0x005c3ae3, my_reg_numbered_buff_fetch
0x005c3af0:0x005c3b36, my_reg_numbered_buff_store
0x005c3b40:0x005c3d4b, my_reg_numbered_buff_length
0x005c3d50:0x005c3d82, my_reg_qr_package
0x005c3da0:0x005c4641, my_regdump
0x005c4650:0x005c9182, my_re_op_compile
0x005c9190:0x005c920b, my_re_compile
0x005c9210:0x005c9db3, my_regprop
0x005c9dc0:0x005c9fc7, my_re_intuit_string
0x005c9fd0:0x005ca4df, my_regfree
0x005ca500:0x005ca642, S_regcppop_0
0x005ca650:0x005ca8f2, S_isFOO_lc_0
0x005ca900:0x005cac65, S_reginclass_0
0x005cac70:0x005cae3a, S_regcppush_0
0x005cae50:0x005caf2b, S_cleanup_regmatch_info_aux_0
0x005caf30:0x005cb2a1, S_reg_set_capture_string_0
0x005cb2b0:0x005cb2fa, S_reghop4_1
0x005cb300:0x005cb473, S_to_utf8_substr_0
0x005cb480:0x005cb5ee, S_to_byte_substr_0
0x005cb5f0:0x005cb6c2, S_advance_one_WB_0
0x005cb6d0:0x005cc53e, S_setup_EXACTISH_ST_c1_c2_0
0x005cc540:0x005cc595, S_reghopmaybe3_0
0x005cc5a0:0x005cc719, S_backup_one_SB_0
0x005cc720:0x005ccb55, S_isSB_0
0x005ccb60:0x005ccd11, S_backup_one_WB_0
0x005ccd20:0x005ccee9, S_isWB_0
0x005ccef0:0x005cd356, S_isFOO_utf8_lc_0
0x005cd360:0x005ce68c, S_regrepeat_0
0x005ce690:0x005d4898, S_regmatch_0
0x005d48a0:0x005d9b76, S_find_byclass_0
0x005d9b80:0x005daf5f, my_re_intuit_start
0x005daf60:0x005dcf88, my_regexec
0x005dcf90:0x005dd15c, XS_arybase_STORE
0x005dd170:0x005dd430, XS_arybase__mg_STORE
0x005dd430:0x005dd701, XS_arybase__mg_FETCH
0x005dd710:0x005dd8c0, XS_arybase_FETCH
0x005dd8c0:0x005dd9fa, ab_process_assignment
0x005dda00:0x005ddab1, ab_ck_aassign
0x005ddac0:0x005ddb69, ab_ck_sassign
0x005ddb70:0x005dde68, ab_pp_basearg
0x005dde70:0x005de49a, ab_ck_base
0x005de4a0:0x005de62c, ab_pp_keys
0x005de630:0x005de7da, ab_pp_index
0x005de7e0:0x005de9b4, ab_pp_each
0x005de9c0:0x005debea, ab_pp_av2arylen
0x005debf0:0x005dec91, tie
0x005deca0:0x005def2d, boot_arybase
0x005def30:0x005def38, PerlIOScalar_tell
0x005def40:0x005def48, PerlIOScalar_fill
0x005def50:0x005def53, PerlIOScalar_flush
0x005def60:0x005def92, PerlIOScalar_bufsiz
0x005defa0:0x005deff4, PerlIOScalar_get_base
0x005df000:0x005df07e, PerlIOScalar_get_cnt
0x005df080:0x005df0ee, PerlIOScalar_set_ptrcnt
0x005df0f0:0x005df465, PerlIOScalar_pushed
0x005df470:0x005df4a7, PerlIOScalar_popped
0x005df4b0:0x005df4c5, PerlIOScalar_close
0x005df4d0:0x005df68b, PerlIOScalar_read
0x005df690:0x005df926, PerlIOScalar_write
0x005df930:0x005df9c4, PerlIOScalar_open
0x005df9d0:0x005dfa29, PerlIOScalar_arg
0x005dfa30:0x005dfb06, PerlIOScalar_seek
0x005dfb10:0x005dfb18, PerlIOScalar_fileno
0x005dfb20:0x005dfb7e, PerlIOScalar_get_ptr
0x005dfb80:0x005dfd06, PerlIOScalar_dup
0x005dfd10:0x005dfd3e, boot_PerlIO__scalar
0x005dfd40:0x005dfd63, PerlIOVia_get_base
0x005dfd70:0x005dfd9b, PerlIOVia_get_ptr
0x005dfda0:0x005dfdb8, PerlIOVia_get_cnt
0x005dfdc0:0x005dfddd, PerlIOVia_bufsiz
0x005dfde0:0x005dfde8, PerlIOVia_set_ptrcnt
0x005dfdf0:0x005dfdf5, PerlIOVia_dup
0x005dfe00:0x005dfe4a, PerlIOVia_fetchmethod
0x005dfe50:0x005e02da, PerlIOVia_method
0x005e02e0:0x005e07ba, PerlIOVia_pushed
0x005e07c0:0x005e0b79, PerlIOVia_open
0x005e0b80:0x005e0c6a, PerlIOVia_popped
0x005e0c70:0x005e0d1b, PerlIOVia_close
0x005e0d20:0x005e0d8c, PerlIOVia_fileno
0x005e0d90:0x005e0e09, PerlIOVia_binmode
0x005e0e10:0x005e0ebb, PerlIOVia_seek
0x005e0ec0:0x005e0f65, PerlIOVia_tell
0x005e0f70:0x005e1018, PerlIOVia_unread
0x005e1020:0x005e1109, PerlIOVia_read
0x005e1110:0x005e11e0, PerlIOVia_write
0x005e11e0:0x005e1321, PerlIOVia_fill
0x005e1330:0x005e13d8, PerlIOVia_flush
0x005e13e0:0x005e140b, PerlIOVia_setlinebuf
0x005e1410:0x005e143b, PerlIOVia_clearerr
0x005e1440:0x005e14a9, PerlIOVia_error
0x005e14b0:0x005e1519, PerlIOVia_eof
0x005e1520:0x005e153b, PerlIOVia_getarg
0x005e1540:0x005e156e, boot_PerlIO__via
0x005e1570:0x005e157b, compare
0x005e1580:0x005e16e3, ci_compare
0x005e16f0:0x005e1ad8, match
0x005e1ae0:0x005e1cba, globextend
0x005e1cc0:0x005e1d4c, g_stat
0x005e1d50:0x005e2047, glob3
0x005e2050:0x005e2224, glob2
0x005e2230:0x005e26cc, glob0
0x005e26d0:0x005e2a05, globexp2
0x005e2a10:0x005e2bd0, bsd_glob
0x005e2bd0:0x005e2c32, bsd_globfree
0x005e2c40:0x005e2c5c, errfunc
0x005e2c60:0x005e2ccc, glob_ophook
0x005e2cd0:0x005e2d94, XS_File__Glob_AUTOLOAD
0x005e2da0:0x005e2e5a, XS_File__Glob_GLOB_ERROR
0x005e2e60:0x005e2f8c, doglob
0x005e2f90:0x005e36f5, csh_glob
0x005e3700:0x005e3cc0, XS_File__Glob_bsd_glob_override
0x005e3cc0:0x005e3e98, XS_File__Glob_bsd_glob
0x005e3ea0:0x005e42d8, csh_glob_iter
0x005e42e0:0x005e47b8, XS_File__Glob_csh_glob
0x005e47c0:0x005e4967, boot_File__Glob
0x005e4970:0x005e4cb5, XS_Hash__Util_bucket_array
0x005e4cc0:0x005e4d6a, XS_Hash__Util_hash_seed
0x005e4d70:0x005e5085, XS_Hash__Util_bucket_info
0x005e5090:0x005e51eb, XS_Hash__Util_hash_traversal_mask
0x005e51f0:0x005e536a, XS_Hash__Util_hv_store
0x005e5370:0x005e553d, XS_Hash__Util_hidden_ref_keys
0x005e5540:0x005e5700, XS_Hash__Util_all_keys
0x005e5700:0x005e59fb, XS_Hash__Util_hash_value
0x005e5a00:0x005e5af3, boot_Hash__Util
0x005e5b00:0x005e5b57, HUF_inc_var
0x005e5b60:0x005e5c7a, XS_Hash__Util__FieldHash__test_uvar_get
0x005e5c80:0x005e5e7c, XS_Hash__Util__FieldHash__fieldhash
0x005e5e80:0x005e5f37, XS_Hash__Util__FieldHash_id_2obj
0x005e5f40:0x005e60d4, XS_Hash__Util__FieldHash_id
0x005e60e0:0x005e61d1, HUF_watch_key_id
0x005e61e0:0x005e63f0, XS_Hash__Util__FieldHash__active_fields
0x005e63f0:0x005e64e6, HUF_get_ob_reg
0x005e64f0:0x005e65e0, HUF_destroy_obj
0x005e65e0:0x005e6605, HUF_global
0x005e6610:0x005e66be, HUF_obj_id
0x005e66c0:0x005e6719, HUF_add_uvar_magic
0x005e6720:0x005e6754, HUF_get_trigger_content
0x005e6760:0x005e684a, HUF_new_trigger
0x005e6850:0x005e6b71, XS_Hash__Util__FieldHash_register
0x005e6b80:0x005e6dba, HUF_watch_key_safe
0x005e6dc0:0x005e6dfc, HUF_ask_trigger
0x005e6e00:0x005e6e51, HUF_get_trigger0
0x005e6e60:0x005e6eb1, HUF_get_trigger
0x005e6ec0:0x005e6f49, HUF_mark_field
0x005e6f50:0x005e6f76, HUF_func_2mode
0x005e6f80:0x005e6f9d, HUF_mode_2func
0x005e6fa0:0x005e7001, HUF_get_status
0x005e7010:0x005e716d, HUF_fix_trigger
0x005e7170:0x005e72d0, HUF_fix_objects
0x005e72d0:0x005e7376, XS_Hash__Util__FieldHash_CLONE
0x005e7380:0x005e7489, boot_Hash__Util__FieldHash
0x005e7490:0x005e7529, XS_Tie__Hash__NamedCapture_flags
0x005e7530:0x005e76e8, XS_Tie__Hash__NamedCapture_FIRSTKEY
0x005e76f0:0x005e795d, XS_Tie__Hash__NamedCapture_FETCH
0x005e7960:0x005e7c1f, XS_Tie__Hash__NamedCapture_TIEHASH
0x005e7c20:0x005e7eb2, boot_Tie__Hash__NamedCapture
0x005e7ec0:0x005e7f46, XS_Scalar__Util_isweak
0x005e7f50:0x005e7ffc, XS_Scalar__Util_isdual
0x005e8000:0x005e816d, XS_Sub__Util_subname
0x005e8170:0x005e8bc1, XS_Sub__Util_set_subname
0x005e8bd0:0x005e8cd2, XS_Sub__Util_set_prototype
0x005e8ce0:0x005e8dd8, XS_Scalar__Util_openhandle
0x005e8de0:0x005e8ea9, XS_Scalar__Util_isvstring
0x005e8eb0:0x005e8fa0, XS_Scalar__Util_looks_like_number
0x005e8fa0:0x005e90ad, XS_Scalar__Util_tainted
0x005e90b0:0x005e919a, XS_Scalar__Util_readonly
0x005e91a0:0x005e92ad, XS_Scalar__Util_unweaken
0x005e92c0:0x005e9326, XS_Scalar__Util_weaken
0x005e9330:0x005e9462, XS_Scalar__Util_refaddr
0x005e9470:0x005e95b1, XS_Scalar__Util_reftype
0x005e95c0:0x005e9709, XS_Scalar__Util_blessed
0x005e9710:0x005e994f, XS_Scalar__Util_dualvar
0x005e9950:0x005e9a45, XS_List__Util_shuffle
0x005e9a50:0x005e9b9c, XS_List__Util_pairvalues
0x005e9ba0:0x005e9cb0, XS_List__Util_pairkeys
0x005e9cb0:0x005e9e47, XS_List__Util_pairs
0x005e9e50:0x005ea569, XS_List__Util_reduce
0x005ea570:0x005eafe6, XS_List__Util_pairmap
0x005eaff0:0x005ebb1f, XS_List__Util_pairgrep
0x005ebb20:0x005ec6c7, XS_List__Util_pairfirst
0x005ec6d0:0x005ed099, XS_List__Util_any
0x005ed0a0:0x005eda17, XS_List__Util_first
0x005eda20:0x005ee018, XS_List__Util_min
0x005ee020:0x005ee123, XS_List__Util_minstr
0x005ee130:0x005eeb14, XS_List__Util_sum
0x005eeb20:0x005ef013, boot_List__Util
0x005ef020:0x005ef085, __libc_csu_init
0x005ef090:0x005ef092, __libc_csu_fini
