0x004021f0:0x0040221a, _start
0x004b5672:0x004b5b18, _ZN3pov9PPM_ImageC2EPciiii
0x004b5b18:0x004b5c0f, _ZN3pov9PPM_ImageD2Ev
0x004b5c10:0x004b5c36, _ZN3pov9PPM_ImageD0Ev
0x004b5c36:0x004b6004, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x004b6004:0x004b652a, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x004b652a:0x004b7058, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x004b7058:0x004b70a6, _ZN8pov_base7OStream10Write_ByteEh
0x004b70a6:0x004b70c4, _ZN8pov_base7OStream5flushEv
0x004b70c4:0x004b70e3, _ZN3pov16Image_File_ClassC2Ev
0x004b70e4:0x004b7113, _ZN3pov16Image_File_ClassD2Ev
0x004b7114:0x004b713a, _ZN3pov16Image_File_ClassD0Ev
0x004b713a:0x004b714b, _ZN3pov9PPM_Image4LineEv
0x004b714c:0x004b715d, _ZN3pov9PPM_Image5WidthEv
0x004b715e:0x004b716f, _ZN3pov9PPM_Image6HeightEv
0x004b716f:0x004b737b, _ZN3povL23All_Prism_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004b737b:0x004b8c1f, _ZN3povL15intersect_prismEPNS_10Ray_StructEPNS_12Prism_StructEPNS_28Prism_Intersection_StructureE
0x004b8c1f:0x004b8d62, _ZN3povL12Inside_PrismEPdPNS_13Object_StructE
0x004b8d62:0x004b9101, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004b9101:0x004b912b, _ZN3povL15Translate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b912b:0x004b9155, _ZN3povL12Rotate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b9155:0x004b917f, _ZN3povL11Scale_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b917f:0x004b91b5, _ZN3povL15Transform_PrismEPNS_13Object_StructEPNS_16Transform_StructE
0x004b91b5:0x004b91d3, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x004b91d3:0x004b9429, _ZN3pov12Create_PrismEv
0x004b9429:0x004b94e1, _ZN3povL10Copy_PrismEPNS_13Object_StructE
0x004b94e1:0x004b95cf, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x004b95cf:0x004b9699, _ZN3pov18Compute_Prism_BBoxEPNS_12Prism_StructE
0x004b9699:0x004b99b2, _ZN3povL8in_curveEPNS_12Prism_StructEdd
0x004b99b2:0x004b9cc0, _ZN3povL14test_rectangleEPdS0_dddd
0x004b9cc0:0x004bc047, _ZN3pov13Compute_PrismEPNS_12Prism_StructEPA2_d
0x004bc047:0x004bc11c, _ZN3pov19push_entry_i1_i2_d1EdPdPNS_13Object_StructEiidPNS_13istack_structE
0x004bc11c:0x004bc29d, _ZN3povL25All_Quadric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004bc29d:0x004bc72e, _ZN3povL17Intersect_QuadricEPNS_10Ray_StructEPNS_14Quadric_StructEPdS4_
0x004bc72e:0x004bc871, _ZN3povL14Inside_QuadricEPdPNS_13Object_StructE
0x004bc871:0x004bca70, _ZN3povL14Quadric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bca70:0x004bcb65, _ZN3povL17Transform_QuadricEPNS_13Object_StructEPNS_16Transform_StructE
0x004bcb65:0x004bcc6a, _ZN3povL17Quadric_To_MatrixEPNS_14Quadric_StructEPA4_d
0x004bcc6a:0x004bcdc2, _ZN3povL17Matrix_To_QuadricEPA4_dPNS_14Quadric_StructE
0x004bcdc2:0x004bcdec, _ZN3povL17Translate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bcdec:0x004bce16, _ZN3povL14Rotate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bce16:0x004bce40, _ZN3povL13Scale_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bce40:0x004bceda, _ZN3povL14Invert_QuadricEPNS_13Object_StructE
0x004bceda:0x004bd070, _ZN3pov14Create_QuadricEv
0x004bd070:0x004bd0a4, _ZN3povL12Copy_QuadricEPNS_13Object_StructE
0x004bd0a4:0x004bd0d1, _ZN3povL15Destroy_QuadricEPNS_13Object_StructE
0x004bd0d1:0x004bf626, _ZN3pov20Compute_Quadric_BBoxEPNS_14Quadric_StructEPdS2_
0x004bf626:0x004bf901, _ZN3pov21Compute_Plane_Min_MaxEPNS_12Plane_StructEPdS2_
0x004bf901:0x004bfb86, _ZN3pov12Iteration_z3EPdPNS_14Fractal_StructE
0x004bfb86:0x004bfde9, _ZN3pov15Iteration_JuliaEPdPNS_14Fractal_StructE
0x004bfde9:0x004c03c9, _ZN3pov14D_Iteration_z3EPdPNS_14Fractal_StructES0_
0x004c03c9:0x004c0987, _ZN3pov17D_Iteration_JuliaEPdPNS_14Fractal_StructES0_
0x004c0987:0x004c0f08, _ZN3pov14Normal_Calc_z3EPdiPNS_14Fractal_StructE
0x004c0f08:0x004c1341, _ZN3pov17Normal_Calc_JuliaEPdiPNS_14Fractal_StructE
0x004c1341:0x004c138e, _ZN3pov13F_Bound_JuliaEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004c138e:0x004c1602, _ZN3pov15Compute_AmbientEPdS0_S0_Pfd
0x004c1602:0x004c178c, _ZN3povL8ra_reuseEPdS0_Pf
0x004c178c:0x004c1e40, _ZN3povL15ra_average_nearEPNS_15ot_block_structEPv
0x004c1e40:0x004c2eee, _ZN3povL9ra_gatherEPdS0_S0_Pfd
0x004c2eee:0x004c2fa9, _ZN3povL7VUnpackEPdPKNS_8byte_xyzE_0
0x004c2fa9:0x004c3341, _ZN3pov25Initialize_Radiosity_CodeEv
0x004c3341:0x004c363a, _ZN3pov27Deinitialize_Radiosity_CodeEv
0x004c363a:0x004c369e, _ZN3pov5VDistERdPKdS2_
0x004c369e:0x004c36c1, _ZN3pov25Initialize_Ray_ContainersEPNS_10Ray_StructEj
0x004c36c1:0x004c3735, _ZN3pov19Copy_Ray_ContainersEPNS_10Ray_StructES1_
0x004c3735:0x004c3790, _ZN3pov9Ray_EnterEPNS_10Ray_StructEPNS_15Interior_StructE
0x004c3790:0x004c380c, _ZN3pov8Ray_ExitEPNS_10Ray_StructEi
0x004c380c:0x004c3865, _ZN3pov25Interior_In_Ray_ContainerEPNS_10Ray_StructEPNS_15Interior_StructE
0x004c3865:0x004c3a47, _ZN3pov9FrameLoopEv
0x004c3a47:0x004c41ab, _ZN3pov11FrameRenderEv
0x004c41ab:0x004c4591, _ZN3pov23fix_up_rendering_windowEv
0x004c4591:0x004c4967, _ZN3pov23fix_up_animation_valuesEv
0x004c4967:0x004c4ae7, _ZN3pov17fix_up_scene_nameEv
0x004c4ae7:0x004c5266, _ZN3pov9init_varsEv
0x004c5266:0x004c52ae, _ZN3pov14variable_storeEi
0x004c52ae:0x004c532e, _ZN3pov17destroy_librariesEv
0x004c532e:0x004c542b, _ZN3pov9close_allEv
0x004c542b:0x004c5e05, _ZN3pov19Initialize_RendererEv
0x004c5e05:0x004c604f, _ZN3pov18Terminate_RendererEv
0x004c604f:0x004c60c7, _ZN3pov16Check_User_AbortEi
0x004c60c7:0x004c6302, _ZN3pov28Start_Tracing_Mosaic_PreviewEii
0x004c6302:0x004c7355, _ZN3pov31Start_Tracing_Radiosity_PreviewEii
0x004c7355:0x004c7635, _ZN3pov26Start_Non_Adaptive_TracingEv
0x004c7635:0x004c807d, _ZN3pov22Start_Adaptive_TracingEv
0x004c807d:0x004c80fc, _ZN3povL13IsObjectInCSGEPNS_13Object_StructES1_
0x004c80fc:0x004c85df, _ZN3pov5TraceEPNS_10Ray_StructEPfd
0x004c85df:0x004c88a6, _ZN3povL16do_anti_aliasingEiiPf
0x004c88a6:0x004c8b35, _ZN3povL11supersampleEPfii
0x004c8b35:0x004c94ef, _ZN3povL15trace_sub_pixelEiPPNS_12Pixel_StructEiiiiiiiPfi
0x004c94ef:0x004c96a0, _ZN3povL21trace_ray_with_offsetEiiddPf
0x004c96a0:0x004c9d7e, _ZN3povL10focal_blurEPNS_10Ray_StructEPfdd
0x004c9d7e:0x004c9faa, _ZN3povL17jitter_camera_rayEPNS_10Ray_StructEi
0x004c9faa:0x004ca11f, _ZN3pov11trace_pixelEiiPfS0_
0x004ca11f:0x004cbe8a, _ZN3povL10create_rayEPNS_10Ray_StructEddi
0x004cbe8a:0x004cbfc3, _ZN3povL21jitter_pixel_positionEiiPdS0_
0x004cbfc3:0x004cc166, _ZN3pov30initialize_ray_container_stateEPNS_10Ray_StructEi
0x004cc166:0x004cc34e, _ZN3povL35initialize_ray_container_state_treeEPNS_10Ray_StructEPNS_16BBox_Tree_StructE
0x004cc34e:0x004cc439, _ZN3pov9VLinComb3EPddPKddS2_dS2_
0x004cc439:0x004cc73c, _ZN3pov18Read_Rendered_PartEPc
0x004cc73c:0x004cca8e, _ZN3pov23init_output_file_handleEv
0x004cca8e:0x004ccad5, _ZN3pov26destroy_output_file_handleEv
0x004ccad5:0x004ccc63, _ZN3pov22setup_output_file_nameEv
0x004ccc63:0x004ccdaa, _ZN3pov16open_output_fileEv
0x004ccdaa:0x004ccf6d, _ZN3pov10Open_ImageEiPciiii
0x004ccf6d:0x004ccfe5, _ZN3pov34output_prev_image_line_and_advanceEi
0x004ccfe5:0x004cd230, _ZN3pov46output_single_image_line_with_alpha_correctionEPA5_fi
0x004cd230:0x004cd2f9, _ZN3pov10plot_pixelEiiPf
0x004cd2f9:0x004cd493, _ZN3povL23Compensate_For_Alpha_AAEPfS0_
0x004cd494:0x004cd4a6, _ZN3pov16Image_File_Class5ValidEv
0x004cd4a6:0x004cd4fc, _ZN3povL21All_Sor_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004cd4fc:0x004cdf1a, _ZN3povL13intersect_sorEPNS_10Ray_StructEPNS_10Sor_StructEPNS_13istack_structE
0x004cdf1a:0x004ce169, _ZN3povL10Inside_SorEPdPNS_13Object_StructE
0x004ce169:0x004ce335, _ZN3povL10Sor_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004ce335:0x004ce35f, _ZN3povL13Translate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ce35f:0x004ce389, _ZN3povL10Rotate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ce389:0x004ce3b3, _ZN3povL9Scale_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ce3b3:0x004ce3e9, _ZN3povL13Transform_SorEPNS_13Object_StructEPNS_16Transform_StructE
0x004ce3e9:0x004ce407, _ZN3povL10Invert_SorEPNS_13Object_StructE
0x004ce407:0x004ce582, _ZN3pov10Create_SorEv
0x004ce582:0x004ce5fb, _ZN3povL8Copy_SorEPNS_13Object_StructE
0x004ce5fb:0x004ce6d4, _ZN3povL11Destroy_SorEPNS_13Object_StructE
0x004ce6d4:0x004ce7a6, _ZN3pov16Compute_Sor_BBoxEPNS_10Sor_StructE
0x004ce7a6:0x004cf90f, _ZN3pov11Compute_SorEPNS_10Sor_StructEPA2_d
0x004cf90f:0x004cf9fb, _ZN3povL8test_hitEPNS_10Sor_StructEPNS_10Ray_StructEPNS_13istack_structEddii
0x004cf9fb:0x004cfdba, _ZN3povL11Sor_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004cfdba:0x004cff68, _ZN3povL24All_Sphere_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004cff68:0x004d0290, _ZN3povL27All_Ellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004d0290:0x004d03e1, _ZN3pov16Intersect_SphereEPNS_10Ray_StructEPddS2_S2_
0x004d03e1:0x004d04b3, _ZN3povL13Inside_SphereEPdPNS_13Object_StructE
0x004d04b3:0x004d05a0, _ZN3povL16Inside_EllipsoidEPdPNS_13Object_StructE
0x004d05a0:0x004d05f6, _ZN3povL13Sphere_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004d05f6:0x004d0698, _ZN3povL16Ellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004d0698:0x004d06e7, _ZN3pov11Copy_SphereEPNS_13Object_StructE
0x004d06e7:0x004d074b, _ZN3povL16Translate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d074b:0x004d07b7, _ZN3povL13Rotate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d07b7:0x004d08bc, _ZN3povL12Scale_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d08bc:0x004d08da, _ZN3povL13Invert_SphereEPNS_13Object_StructE
0x004d08da:0x004d0a23, _ZN3pov13Create_SphereEv
0x004d0a23:0x004d0a89, _ZN3pov16Transform_SphereEPNS_13Object_StructEPNS_16Transform_StructE
0x004d0a89:0x004d0ac6, _ZN3pov14Destroy_SphereEPNS_13Object_StructE
0x004d0ac6:0x004d0baa, _ZN3pov19Compute_Sphere_BBoxEPNS_13Sphere_StructE
0x004d0baa:0x004d0ed3, _ZN3povL14Sphere_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004d0ed3:0x004d17a3, _ZN3povL30All_Sphere_Sweep_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004d17a3:0x004d19ea, _ZN3pov29Intersect_Sphere_Sweep_SphereEPNS_10Ray_StructEPNS_26Sphere_Sweep_Sphere_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x004d19ea:0x004d455d, _ZN3pov30Intersect_Sphere_Sweep_SegmentEPNS_10Ray_StructEPNS_27Sphere_Sweep_Segment_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x004d455d:0x004d529d, _ZN3povL19Inside_Sphere_SweepEPdPNS_13Object_StructE
0x004d529d:0x004d52cb, _ZN3povL19Sphere_Sweep_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004d52cb:0x004d53da, _ZN3pov17Copy_Sphere_SweepEPNS_13Object_StructE
0x004d53da:0x004d5476, _ZN3povL22Translate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d5476:0x004d552d, _ZN3povL19Rotate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d552d:0x004d5679, _ZN3povL18Scale_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d5679:0x004d5697, _ZN3povL19Invert_Sphere_SweepEPNS_13Object_StructE
0x004d5697:0x004d581d, _ZN3pov19Create_Sphere_SweepEv
0x004d581d:0x004d5878, _ZN3pov22Transform_Sphere_SweepEPNS_13Object_StructEPNS_16Transform_StructE
0x004d5878:0x004d5939, _ZN3pov20Destroy_Sphere_SweepEPNS_13Object_StructE
0x004d5939:0x004d5ecd, _ZN3pov25Compute_Sphere_Sweep_BBoxEPNS_19Sphere_Sweep_StructE
0x004d5ecd:0x004d6f3e, _ZN3pov20Compute_Sphere_SweepEPNS_19Sphere_Sweep_StructE
0x004d6f3e:0x004d70a7, _ZN3pov17Find_Valid_PointsEPNS_35Sphere_Sweep_Intersection_StructureEiPNS_10Ray_StructE
0x004d70a7:0x004d710a, _ZN3povL11Comp_IsectsEPKvS1_
0x004d710a:0x004d7306, _ZN3povL9bezier_01EiPdS0_bd
0x004d7306:0x004d7883, _ZN3pov23Precompute_Cubic_CoeffsEPNS_13Spline_StructE
0x004d7883:0x004d798b, _ZN3pov18linear_interpolateEPNS_12Spline_EntryEiid
0x004d798b:0x004d7c8f, _ZN3pov21quadratic_interpolateEPNS_12Spline_EntryEiid
0x004d7c8f:0x004d7f93, _ZN3pov19natural_interpolateEPNS_12Spline_EntryEiid
0x004d7f93:0x004d849f, _ZN3pov23catmull_rom_interpolateEPNS_12Spline_EntryEiid
0x004d849f:0x004d8690, _ZN3pov5findtEPNS_13Spline_StructEd
0x004d8690:0x004d8767, _ZN3pov6mkfreeEPNS_13Spline_StructEi
0x004d8767:0x004d8843, _ZN3pov13Create_SplineEi
0x004d8843:0x004d8937, _ZN3pov11Copy_SplineEPNS_13Spline_StructE
0x004d8937:0x004d898a, _ZN3pov14Destroy_SplineEPNS_13Spline_StructE
0x004d898a:0x004d8c2b, _ZN3pov19Insert_Spline_EntryEPNS_13Spline_StructEdPd
0x004d8c2b:0x004d926b, _ZN3pov14Get_Spline_ValEPNS_13Spline_StructEdPdPi
0x004d926b:0x004d92de, _ZN3pov14Assign_ExpressEPdS0_
0x004d92de:0x004d931c, _ZN3pov15init_statisticsEPx
0x004d931c:0x004d93bd, _ZN3pov14sum_statisticsEPxS0_
0x004d93bd:0x004d93d3, _ZN3pov12Init_CounterERx
0x004d93d3:0x004d93f8, _ZN3pov11Add_CounterERxxx
0x004d93f8:0x004d944e, _ZN3povL32All_Superellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004d944e:0x004d9a53, _ZN3povL24intersect_superellipsoidEPNS_10Ray_StructEPNS_21Superellipsoid_StructEPNS_13istack_structE
0x004d9a53:0x004d9af7, _ZN3povL21Inside_SuperellipsoidEPdPNS_13Object_StructE
0x004d9af7:0x004d9daf, _ZN3povL21Superellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004d9daf:0x004d9dd9, _ZN3povL24Translate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d9dd9:0x004d9e03, _ZN3povL21Rotate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d9e03:0x004d9e2d, _ZN3povL20Scale_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004d9e2d:0x004d9e63, _ZN3povL24Transform_SuperellipsoidEPNS_13Object_StructEPNS_16Transform_StructE
0x004d9e63:0x004d9e81, _ZN3povL21Invert_SuperellipsoidEPNS_13Object_StructE
0x004d9e81:0x004d9fd3, _ZN3pov21Create_SuperellipsoidEv
0x004d9fd3:0x004da03a, _ZN3povL19Copy_SuperellipsoidEPNS_13Object_StructE
0x004da03a:0x004da07f, _ZN3povL22Destroy_SuperellipsoidEPNS_13Object_StructE
0x004da07f:0x004da0e9, _ZN3pov27Compute_Superellipsoid_BBoxEPNS_21Superellipsoid_StructE
0x004da0e9:0x004da68c, _ZN3povL13intersect_boxEPdS0_S0_S0_
0x004da68c:0x004da7ec, _ZN3povL10evaluate_gEddd
0x004da7ec:0x004da88d, _ZN3povL23evaluate_superellipsoidEPdPNS_21Superellipsoid_StructE
0x004da88d:0x004da9eb, _ZN3povL5powerEdd
0x004da9eb:0x004daabb, _ZN3povL10insert_hitEPNS_13Object_StructEPNS_10Ray_StructEdPNS_13istack_structE
0x004daabb:0x004dab1a, _ZN3povL9compdistsEPKvS1_
0x004dab1a:0x004dad10, _ZN3povL21find_ray_plane_pointsEPdS0_iS0_dd
0x004dad10:0x004db108, _ZN3povL10solve_hit1EPNS_21Superellipsoid_StructEdPddS2_S2_
0x004db108:0x004db3cb, _ZN3povL10check_hit2EPNS_21Superellipsoid_StructEPdS2_dS2_ddS2_S2_
0x004db3cc:0x004db9a3, _ZN3pov11Targa_ImageC2EPciiii
0x004db9a4:0x004dba9b, _ZN3pov11Targa_ImageD2Ev
0x004dba9c:0x004dbac2, _ZN3pov11Targa_ImageD0Ev
0x004dbac2:0x004dbce7, _ZN3pov11Targa_Image11Write_PixelEdddd
0x004dbce8:0x004dc2a6, _ZN3pov11Targa_Image10Write_LineEPA5_f
0x004dc2a6:0x004dc977, _ZN3pov11Targa_Image9Read_LineEPA5_f
0x004dc977:0x004dcb6a, _ZN3povL19convert_targa_colorEPNS_19Image_Colour_StructEjPh
0x004dcb6a:0x004dd8fd, _ZN3pov16Read_Targa_ImageEPNS_12Image_StructEPc
0x004dd8fe:0x004dd90f, _ZN3pov11Targa_Image4LineEv
0x004dd910:0x004dd921, _ZN3pov11Targa_Image5WidthEv
0x004dd922:0x004dd933, _ZN3pov11Targa_Image6HeightEv
0x004dd933:0x004ddb86, _ZN3pov16Initialize_NoiseEv
0x004ddb86:0x004ddc6a, _ZN3povL16InitTextureTableEv
0x004ddc6a:0x004ddd0e, _ZN3pov17Free_Noise_TablesEv
0x004ddd0e:0x004de7a5, _ZN3pov5NoiseEPdPNS_14Pattern_StructE
0x004de7a5:0x004df830, _ZN3pov6DNoiseEPdS0_
0x004df830:0x004dfa94, _ZN3povL14InitSolidNoiseEv
0x004dfa94:0x004dfac2, _ZN3povL6SCurveEd
0x004dfac2:0x004dfaeb, _ZN3povL4LerpEddd
0x004dfaeb:0x004dfbc7, _ZN3povL5VLerpEPddS0_S0_
0x004dfbc7:0x004dfc87, _ZN3povL15SetupSolidNoiseEPdiRiS1_RdS2_
0x004dfc87:0x004dfcd7, _ZN3povL12NoiseValueAtEPdddd
0x004dfcd7:0x004e02eb, _ZN3povL10SolidNoiseEPd
0x004e02eb:0x004e07c0, _ZN3povL11SolidDNoiseEPdS0_
0x004e07c0:0x004e0a05, _ZN3pov10TurbulenceEPdPNS_11Turb_StructEPNS_14Pattern_StructE
0x004e0a05:0x004e0bd5, _ZN3pov11DTurbulenceEPdS0_PNS_11Turb_StructE
0x004e0bd5:0x004e0ca8, _ZN3pov9cycloidalEd
0x004e0ca8:0x004e0d4a, _ZN3pov13Triangle_WaveEd
0x004e0d4a:0x004e0dd0, _ZN3pov18Transform_TexturesEPNS_14Texture_StructEPNS_16Transform_StructE
0x004e0dd0:0x004e0f9e, _ZN3pov13Create_FinishEv
0x004e0f9e:0x004e104a, _ZN3pov11Copy_FinishEPNS_13Finish_StructE
0x004e104a:0x004e10e7, _ZN3pov14Create_TextureEv
0x004e10e7:0x004e110d, _ZN3pov20Copy_Texture_PointerEPNS_14Texture_StructE
0x004e110d:0x004e1258, _ZN3pov13Copy_TexturesEPNS_14Texture_StructE
0x004e1258:0x004e12d7, _ZN3povL14Copy_MaterialsEPNS_14Texture_StructE
0x004e12d7:0x004e144d, _ZN3pov16Destroy_TexturesEPNS_14Texture_StructE
0x004e144d:0x004e1617, _ZN3pov13Post_TexturesEPNS_14Texture_StructE
0x004e1617:0x004e1796, _ZN3pov12Test_OpacityEPNS_14Texture_StructE
0x004e1796:0x004e17c1, _ZN3pov8POV_RANDEv
0x004e17c1:0x004e17cd, _ZN3pov16POV_GET_OLD_RANDEv
0x004e17cd:0x004e17e0, _ZN3pov9POV_SRANDEi
0x004e17e0:0x004e1a02, _ZN3pov20Initialize_TokenizerEv
0x004e1a02:0x004e1b38, _ZN3pov18pre_init_tokenizerEv
0x004e1b38:0x004e1e1e, _ZN3pov19Terminate_TokenizerEv
0x004e1e1e:0x004e2367, _ZN3pov9Get_TokenEv
0x004e2367:0x004e2378, _ZN3pov11Unget_TokenEv
0x004e2378:0x004e23b5, _ZN3povL11Skip_SpacesEv
0x004e23b5:0x004e2436, _ZN3povL16Parse_C_CommentsEv
0x004e2436:0x004e250e, _ZN3pov20Parse_String_LiteralEv
0x004e250e:0x004e2734, _ZN3povL10Read_FloatEv
0x004e2734:0x004e2b32, _ZN3povL11Read_SymbolEv
0x004e2b32:0x004e2bd2, _ZN3povL9Echo_getcEv
0x004e2bd2:0x004e2c10, _ZN3povL11Echo_ungetcEi
0x004e2c10:0x004e2cc9, _ZN3pov11Where_ErrorEP9POVMSData
0x004e2cc9:0x004e2d82, _ZN3pov13Where_WarningEP9POVMSData
0x004e2d82:0x004e4320, _ZN3pov15Parse_DirectiveEi
0x004e4320:0x004e44eb, _ZN3pov12Open_IncludeEv
0x004e44eb:0x004e4592, _ZN3povL11Skip_TokensENS_9cond_typeE
0x004e4592:0x004e45ed, _ZN3povL14get_hash_valueEPKc
0x004e45ed:0x004e4652, _ZN3povL15init_sym_tablesEv
0x004e4652:0x004e4715, _ZN3povL13Add_Sym_TableEPKc
0x004e4715:0x004e47cd, _ZN3povL13Destroy_TableEi
0x004e47cd:0x004e4843, _ZN3pov12Create_EntryEiPKci
0x004e4843:0x004e48fa, _ZN3pov13Destroy_EntryEiPNS_15Sym_Table_EntryE
0x004e48fa:0x004e495a, _ZN3povL9Add_EntryEiPNS_15Sym_Table_EntryE
0x004e495a:0x004e499b, _ZN3pov10Add_SymbolEiPKci
0x004e499b:0x004e4a10, _ZN3povL11Find_SymbolEiPc
0x004e4a10:0x004e4b3c, _ZN3povL13Remove_SymbolEiPcbPPvi
0x004e4b3c:0x004e4ba0, _ZN3povL16Check_Macro_VersEv
0x004e4ba0:0x004e5028, _ZN3povL11Parse_MacroEv
0x004e5028:0x004e54ed, _ZN3povL12Invoke_MacroEv
0x004e54ed:0x004e5604, _ZN3povL17Return_From_MacroEv
0x004e5604:0x004e56e2, _ZN3pov13Destroy_MacroEPNS_16Pov_Macro_StructE
0x004e56e2:0x004e591e, _ZN3pov19Parse_Array_DeclareEv
0x004e591e:0x004e5a2e, _ZN3povL16Parse_InitalizerEiiPNS_16Pov_Array_StructE
0x004e5a2e:0x004e5d32, _ZN3povL11Parse_FopenEv
0x004e5d32:0x004e5e38, _ZN3povL12Parse_FcloseEv
0x004e5e38:0x004e60e6, _ZN3povL10Parse_ReadEv
0x004e60e6:0x004e6570, _ZN3povL16Parse_Read_ValueEPNS_16Data_File_StructEiPiPPv
0x004e6570:0x004e695f, _ZN3povL11Parse_WriteEv
0x004e695f:0x004e69b6, _ZN3povL16Parse_Cond_ParamEv
0x004e69b6:0x004e6a16, _ZN3povL17Parse_Cond_Param2EPdS0_
0x004e6a16:0x004e6af1, _ZN3povL12Inc_CS_IndexEv
0x004e6af1:0x004e6dd9, _ZN3pov17Parse_Ifdef_ParamEv
0x004e6dd9:0x004e6f6a, _ZN3pov13IncludeHeaderEPc
0x004e6f6a:0x004e6f7c, _ZN8pov_base11OTextStream4nameEv
0x004e6f7c:0x004e6ff6, _ZN3pov12Begin_StringEv
0x004e6ff6:0x004e7052, _ZN3pov15Stuff_CharacterEi
0x004e7052:0x004e70a6, _ZN3pov10End_StringEv
0x004e70a6:0x004e7101, _ZN3pov17Begin_String_FastEv
0x004e7101:0x004e7134, _ZN3pov20Stuff_Character_FastEi
0x004e7134:0x004e7176, _ZN3pov15End_String_FastEv
0x004e7176:0x004e71f5, _ZN3pov11Write_TokenEii
0x004e71f5:0x004e732a, _ZN3povL23All_Torus_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004e732a:0x004e78f5, _ZN3povL15intersect_torusEPNS_10Ray_StructEPNS_12Torus_StructEPd
0x004e78f5:0x004e7a07, _ZN3povL12Inside_TorusEPdPNS_13Object_StructE
0x004e7a07:0x004e7b56, _ZN3povL12Torus_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004e7b56:0x004e7b80, _ZN3povL15Translate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004e7b80:0x004e7baa, _ZN3povL12Rotate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004e7baa:0x004e7bd4, _ZN3povL11Scale_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004e7bd4:0x004e7c0a, _ZN3povL15Transform_TorusEPNS_13Object_StructEPNS_16Transform_StructE
0x004e7c0a:0x004e7c28, _ZN3povL12Invert_TorusEPNS_13Object_StructE
0x004e7c28:0x004e7d66, _ZN3pov12Create_TorusEv
0x004e7d66:0x004e7dcd, _ZN3povL10Copy_TorusEPNS_13Object_StructE
0x004e7dcd:0x004e7e0a, _ZN3povL13Destroy_TorusEPNS_13Object_StructE
0x004e7e0a:0x004e7ed9, _ZN3pov18Compute_Torus_BBoxEPNS_12Torus_StructE
0x004e7ed9:0x004e849f, _ZN3pov19Test_Thick_CylinderEPdS0_dddd
